,State Code,County Code,Site Num,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Respiratory Diseases ,Respiratory disease Dummy
326034,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,22-Jul-03,Parts per billion,6.666667,19,20,18,Parts per million,0.011875,0.022,9,19,Parts per billion,2.434783,4,20,6,Parts per million,0.5375,0.7,21,8,0,No
449085,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,23-Jan-05,Parts per billion,12.521739,23,18,22,Parts per million,0.005917,0.013,8,11,Parts per billion,0.371429,1,20,,Parts per million,0.517391,1,21,,0,No
261161,42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,29-May-02,Parts per billion,14.833333,34,22,32,Parts per million,0.028958,0.051,12,43,Parts per billion,0.075,0.6,2,,Parts per million,0.008333,0.1,5,,0,No
47518,20,191,2,"707 E 119TH ST SOUTH,PECK COMMUNITY BLDG",Kansas,Sumner,Not in a city,25-Jun-00,Parts per billion,1.916667,4,0,4,Parts per million,0.039042,0.05,11,42,Parts per billion,0.041667,1,17,1,Parts per million,0,0,0,,0,No
136972,17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,07-May-01,Parts per billion,15.375,35,23,33,Parts per million,0.015042,0.023,0,19,Parts per billion,3.75,8,20,11,Parts per million,0.475,0.6,2,7,0,No
55032,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,05-Jan-00,Parts per billion,20.833333,54,6,51,Parts per million,0.032458,0.044,9,37,Parts per billion,5.416667,19,6,27,Parts per million,0.845833,1.1,5,,0,No
279464,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,19-Oct-03,Parts per billion,14.130435,35,18,33,Parts per million,0.018792,0.039,9,33,Parts per billion,0.428571,2,17,,Parts per million,0.466667,0.7,21,8,0,No
234006,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,30-Aug-02,Parts per billion,25.125,49,3,46,Parts per million,0.043333,0.066,10,71,Parts per billion,5.083333,10,8,14,Parts per million,0.820833,0.9,7,10,0,No
121428,6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,18-Feb-01,Parts per billion,15.521739,25,7,24,Parts per million,0.025292,0.032,23,27,Parts per billion,2.636364,3,5,4,Parts per million,0.879167,0.9,0,10,0,No
285232,6,19,243,1005 W. WELDON AVENUE,California,Fresno,Fresno,21-Jul-03,Parts per billion,18.565217,40,9,38,Parts per million,0.054292,0.091,11,140,Parts per billion,3.565217,6,9,9,Parts per million,0.275,0.9,10,10,0,No
471123,6,73,1010,"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",California,San Diego,San Diego,08-Jun-05,Parts per billion,9.086957,13,6,12,Parts per million,0.005292,0.013,0,11,Parts per billion,3.942857,4.3,2,,Parts per million,0.886957,1,4,,0,No
293150,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,24-Jan-03,Parts per billion,44.956522,66,11,64,Parts per million,0.005375,0.012,9,10,Parts per billion,5.26087,12,13,17,Parts per million,1.883333,2.8,8,32,0,No
189232,6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,04-Aug-02,Parts per billion,8.26087,13,18,12,Parts per million,0.020333,0.026,10,22,Parts per billion,2.328571,3.3,14,,Parts per million,0.3125,0.4,10,5,0,No
330838,29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,25-Jul-03,Parts per billion,13.083333,31,4,29,Parts per million,0.040875,0.063,10,61,Parts per billion,7.541667,21,19,30,Parts per million,0.579167,0.7,1,8,0,No
301854,6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,31-Aug-03,Parts per billion,7.652174,15,0,14,Parts per million,0.039667,0.05,9,42,Parts per billion,4.173913,5,0,7,Parts per million,0.4,0.4,0,5,0,No
467849,6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,23-Apr-05,Parts per billion,12.434783,30,6,28,Parts per million,0.036708,0.051,10,43,Parts per billion,0.314286,1.3,8,,Parts per million,0.108696,0.4,6,,0,No
155709,36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,13-Dec-01,Parts per billion,29.25,44,12,42,Parts per million,0.00025,0.003,0,3,Parts per billion,11.625,22,12,31,Parts per million,0.9625,1.4,8,,0,No
389362,6,75,6,"100 WHITNEY YOUNG CIRCLE, SAN FRANCISCO",California,San Francisco,San Francisco,09-Aug-04,Parts per billion,17.869565,41,7,39,Parts per million,0.021792,0.031,10,26,Parts per billion,5.7,13,11,,Parts per million,0.073913,0.8,7,,0,No
311537,6,87,3, Center St,California,Santa Cruz,Davenport,09-Feb-03,Parts per billion,5.181818,24,20,23,Parts per million,0.028833,0.04,8,34,Parts per billion,1.733333,2,17,,Parts per million,0.381818,0.6,20,,0,No
192340,6,13,3001,"583 W. 10TH ST., PITTSBURG",California,Contra Costa,Pittsburg,23-Jun-02,Parts per billion,4.434783,9,19,8,Parts per million,0.026458,0.035,8,30,Parts per billion,1.085714,1.3,8,,Parts per million,0.345833,0.4,0,5,0,No
226709,12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,05-Jul-02,Parts per billion,7,17,6,16,Parts per million,0.0385,0.057,9,48,Parts per billion,1.125,11,19,16,Parts per million,0.25,0.5,6,,0,No
282438,6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,19-Jul-03,Parts per billion,6.869565,10,1,9,Parts per million,0.023542,0.029,10,25,Parts per billion,1.227273,2,6,3,Parts per million,0.258333,0.3,0,3,0,No
236736,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,01-Apr-02,Parts per billion,33.291667,46,18,43,Parts per million,0.011417,0.025,9,21,Parts per billion,3.828571,4.6,8,,Parts per million,1.158333,1.6,7,18,0,No
364477,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,25-Nov-04,Parts per billion,19.166667,34,20,32,Parts per million,0.007792,0.018,9,15,Parts per billion,1.225,5.3,23,,Parts per million,0.541667,1.4,22,,0,No
494170,20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,19-Dec-05,Parts per billion,25.5,40,19,38,Parts per million,0.007778,0.015,9,13,Parts per billion,4.02,5.3,20,,Parts per million,0.9,1,13,11,0,No
183987,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,26-Jun-02,Parts per billion,20.333333,40,21,38,Parts per million,0.03025,0.052,10,44,Parts per billion,1.25,5,8,7,Parts per million,0.458333,0.8,6,,0,No
78468,42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,10-Jul-00,Parts per billion,10.458333,21,5,20,Parts per million,0.02,0.034,9,29,Parts per billion,6.375,12,23,17,Parts per million,0.354167,0.5,0,,0,No
415374,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,20-Jun-04,Parts per billion,8.875,35,23,33,Parts per million,0.02825,0.047,10,40,Parts per billion,4.041667,7,23,10,Parts per million,0.225,0.6,22,,0,No
475276,6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,02-Feb-05,Parts per billion,1.913043,4,16,4,Parts per million,0.044708,0.047,18,40,Parts per billion,0.5,1,8,,Parts per million,0.175,0.2,6,2,0,No
396367,6,87,3, Center St,California,Santa Cruz,Davenport,15-Oct-04,Parts per billion,4.208333,10,7,9,Parts per million,0.043458,0.057,22,48,Parts per billion,0,0,0,0,Parts per million,0.3625,0.4,0,5,0,No
210756,6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,10-May-02,Parts per billion,36.478261,59,8,56,Parts per million,0.0225,0.055,10,47,Parts per billion,4.652174,9,8,13,Parts per million,1.208333,1.8,6,20,0,No
269937,47,121,104,8401 HIGHWAY 60,Tennessee,Meigs,Not in a city,29-Apr-02,Parts per billion,4,14,6,13,Parts per million,0.037208,0.055,10,47,Parts per billion,1,1,2,,Parts per million,1,1,0,,0,No
323146,20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,29-Dec-03,Parts per billion,2.583333,6,2,6,Parts per million,0.028167,0.035,10,30,Parts per billion,0.583333,2,11,3,Parts per million,0.191667,0.2,0,2,0,No
15659,6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,08-Feb-00,Parts per billion,17.652174,40,9,38,Parts per million,0.029458,0.036,10,31,Parts per billion,1.956522,9,11,13,Parts per million,0.379167,0.8,10,9,0,No
396086,6,87,3, Center St,California,Santa Cruz,Davenport,08-Jun-04,Parts per billion,4.041667,11,9,10,Parts per million,0.014542,0.021,7,18,Parts per billion,0,0,0,0,Parts per million,0.1875,0.5,9,,0,No
320875,17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,11-May-03,Parts per billion,11.125,16,23,15,Parts per million,0.008667,0.012,7,10,Parts per billion,3.05,13.3,8,,Parts per million,0.258333,0.3,6,,0,No
363426,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,03-Jul-04,Parts per billion,17.791667,36,0,34,Parts per million,0.026333,0.041,11,35,Parts per billion,0.975,1.3,8,,Parts per million,0.445833,0.6,6,7,0,No
477301,6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,24-Jun-05,Parts per billion,3.347826,9,5,8,Parts per million,0.027952,0.031,7,26,Parts per billion,0,0,0,0,Parts per million,0.195652,0.3,5,,0,No
228494,17,31,8003,1703 STATE ST.,Illinois,Cook,Calumet City (PU RR name Calumet Park (sta.)),04-Nov-02,Parts per billion,17.086957,47,5,44,Parts per million,0.027333,0.04,13,34,Parts per billion,3.043478,9,8,13,Parts per million,0.441667,0.5,0,6,0,No
56427,26,163,16,2451 MARQUETTE,Michigan,Wayne,Detroit,14-Jul-00,Parts per billion,27.416667,55,1,52,Parts per million,0.027167,0.051,8,43,Parts per billion,2.458333,9,6,13,Parts per million,0.254167,0.7,1,8,0,No
26725,6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,16-Dec-00,Parts per billion,15.043478,43,17,41,Parts per million,0.025708,0.035,8,30,Parts per billion,3.391304,5,4,7,Parts per million,1.395833,2.5,0,28,0,No
500548,33,11,20,PEARL ST,New Hampshire,Hillsborough,Manchester,04-Aug-05,Parts per billion,9,30,22,28,Parts per million,0.033125,0.045,10,38,Parts per billion,0.681818,5,0,7,Parts per million,0.338889,0.4,0,5,0,No
161604,40,71,9003,"RT 1, BOX 1980  PONCA CITY, OK  74601",Oklahoma,Kay,Ponca City,20-Aug-01,Parts per billion,5.833333,13,3,12,Parts per million,0.051667,0.07,12,84,Parts per billion,2.8125,9.6,5,,Parts per million,0.029167,0.1,3,1,0,No
158523,36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,08-Mar-01,Parts per billion,9.238095,22,6,21,Parts per million,0.03725,0.054,12,46,Parts per billion,5.095238,11,7,16,Parts per million,0.1,0.1,0,,0,No
414875,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,02-Jun-04,Parts per billion,32.583333,45,22,42,Parts per million,0.002167,0.007,0,6,Parts per billion,4.25,7.6,23,,Parts per million,1.1375,2.3,22,26,0,No
379254,6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,06-Feb-04,Parts per billion,12.956522,27,2,25,Parts per million,0.04525,0.083,9,119,Parts per billion,6.685714,8,23,,Parts per million,0.504348,1,5,,0,No
270205,47,121,104,8401 HIGHWAY 60,Tennessee,Meigs,Not in a city,07-May-02,Parts per billion,2.782609,11,21,10,Parts per million,0.051875,0.092,12,142,Parts per billion,1.975,4.3,20,,Parts per million,1,1,0,,0,No
265005,42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,30-Aug-02,Parts per billion,7.708333,9,8,8,Parts per million,0.0105,0.021,10,18,Parts per billion,3.8375,6.6,11,,Parts per million,0.170833,0.4,20,,0,No
90941,51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,05-Jul-00,Parts per billion,26.875,45,9,42,Parts per million,0.043208,0.076,10,101,Parts per billion,6.6625,13.6,11,,Parts per million,0.629167,0.8,0,9,0,No
501760,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,28-May-05,Parts per billion,26.958333,61,7,58,Parts per million,0.032667,0.056,8,47,Parts per billion,4.666667,16,8,23,Parts per million,0.654167,1,4,11,0,No
432566,42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,16-Aug-04,Parts per billion,12.333333,25,20,24,Parts per million,0.024958,0.052,11,44,Parts per billion,2.5,9,10,13,Parts per million,0.3,0.4,6,5,0,No
250587,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,29-Nov-02,Parts per billion,24.708333,29,6,27,Parts per million,0.008958,0.012,8,10,Parts per billion,11.75,20,7,29,Parts per million,0.779167,1,8,,0,No
77431,42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,18-Aug-00,Parts per billion,21.083333,30,9,28,Parts per million,0.007583,0.011,5,9,Parts per billion,2.2625,4.3,20,,Parts per million,0,0,0,0,0,No
409192,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,09-Apr-04,Parts per billion,10.416667,28,20,26,Parts per million,0.015125,0.031,10,26,Parts per billion,2.041667,10,22,14,Parts per million,0.695833,1,23,,0,No
170973,42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,15-Aug-01,Parts per billion,18.666667,35,23,33,Parts per million,0.036458,0.071,10,87,Parts per billion,0.525,1.6,14,,Parts per million,0.416667,0.6,6,,0,No
380906,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,09-Jun-04,Parts per billion,20.913043,45,22,42,Parts per million,0.032625,0.072,9,90,Parts per billion,0.085714,0.6,23,,Parts per million,0.621739,2,21,,0,No
246779,34,13,16,"LEXINGTON & E. FERRY STS., NEWARK",New Jersey,Essex,Newark,22-Jan-02,Parts per billion,35.875,59,22,56,Parts per million,0.006542,0.018,9,15,Parts per billion,2.2625,7.6,23,,Parts per million,0.775,1.6,7,,0,No
266509,42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,20-Nov-02,Parts per billion,41.666667,54,11,51,Parts per million,0.000625,0.002,7,2,Parts per billion,9.4625,15.3,14,,Parts per million,1.308333,3.3,7,,0,No
355357,47,75,3,1741 HILLVILLE LOOP ROAD,Tennessee,Haywood,Not in a city,04-Dec-03,Parts per billion,5.043478,19,8,18,Parts per million,0.048958,0.079,11,109,Parts per billion,1.25,3,11,4,Parts per million,1,1,0,,0,No
363435,4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,03-Oct-04,Parts per billion,18.409091,52,21,49,Parts per million,0.033,0.057,10,48,Parts per billion,1.227273,3,12,4,Parts per million,0.35,0.7,19,,0,No
325424,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,19-Feb-03,Parts per billion,25.869565,38,22,36,Parts per million,0.019167,0.039,10,33,Parts per billion,5.675,11,5,,Parts per million,0.570833,0.7,8,8,0,No
237665,22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,14-Sep-02,Parts per billion,12.791667,45,20,42,Parts per million,0.032958,0.051,23,43,Parts per billion,1.85,5.3,14,,Parts per million,0.520833,1.2,20,,0,No
246287,34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,09-Sep-02,Parts per billion,30.458333,60,8,57,Parts per million,0.036167,0.079,10,109,Parts per billion,4.6375,10,11,,Parts per million,0.733333,1.7,7,,0,No
108692,6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,18-Dec-01,Parts per billion,55.043478,97,13,97,Parts per million,0.003958,0.007,9,6,Parts per billion,2.521739,5,13,7,Parts per million,2.543478,3.8,0,,0,No
16721,6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,23-Apr-00,Parts per billion,7.304348,28,0,26,Parts per million,0.034667,0.048,7,41,Parts per billion,2.171429,2.6,8,,Parts per million,0.4375,0.6,1,7,0,No
52607,21,101,13,NORTH GREEN STREET,Kentucky,Henderson,Henderson,10-Feb-00,Parts per billion,13.782609,37,20,35,Parts per million,0.03625,0.06,10,51,Parts per billion,3,4,9,6,Parts per million,0.058333,0.2,23,2,0,No
479543,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,01-Aug-05,Parts per billion,0.619048,4,8,4,Parts per million,0.039273,0.041,9,35,Parts per billion,0.05,0.3,8,,Parts per million,0.095238,0.1,0,,0,No
80690,42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,10-Feb-00,Parts per billion,12.041667,31,19,29,Parts per million,0.022958,0.045,10,38,Parts per billion,4.208333,6,10,9,Parts per million,0.133333,0.5,7,,0,No
39456,8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,15-Oct-00,Parts per billion,25.565217,46,20,43,Parts per million,0.011417,0.029,11,25,Parts per billion,1.1,2.6,11,,Parts per million,0.6875,1.5,22,,0,No
47373,20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,19-Dec-00,Parts per billion,3.583333,7,23,7,Parts per million,0.031,0.034,10,29,Parts per billion,0.0375,0.3,14,,Parts per million,0.108333,0.2,11,2,0,No
264034,42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,26-Jul-02,Parts per billion,12.708333,17,6,16,Parts per million,0.015708,0.025,12,21,Parts per billion,0.2375,1.6,23,,Parts per million,0,0,0,0,0,No
355708,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,29-Jan-03,Parts per billion,14.916667,28,17,26,Parts per million,0.006958,0.01,18,8,Parts per billion,0.225,0.6,20,,Parts per million,0.295833,0.4,17,5,0,No
229214,17,31,8003,1703 STATE ST.,Illinois,Cook,Calumet City (PU RR name Calumet Park (sta.)),10-Dec-02,Parts per billion,18.041667,30,16,28,Parts per million,0.0115,0.017,11,14,Parts per billion,0.875,2,0,3,Parts per million,0.4875,0.8,0,9,0,No
416429,36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,13-Mar-04,Parts per billion,15.625,27,19,25,Parts per million,0.021208,0.026,10,22,Parts per billion,8.916667,13,22,19,Parts per million,0.383333,0.4,0,5,0,No
432881,42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,04-Apr-04,Parts per billion,9.583333,23,3,22,Parts per million,0.029625,0.039,17,33,Parts per billion,4.333333,9,4,13,Parts per million,0.3,0.4,0,,0,No
480399,6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,08-Oct-05,Parts per billion,0.217391,1,0,1,Parts per million,0.034042,0.043,12,36,Parts per billion,0,0,5,,Parts per million,0.03913,0.2,12,,0,No
498435,26,163,16,2451 MARQUETTE,Michigan,Wayne,Detroit,07-Feb-05,Parts per billion,13.375,25,22,24,Parts per million,0.027417,0.042,10,36,Parts per billion,1.458333,5,11,7,Parts per million,0.133333,0.4,20,,0,No
356288,48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,26-Jun-03,Parts per billion,10.541667,15,0,14,Parts per million,0.024417,0.027,10,23,Parts per billion,0,0,20,,Parts per million,0.370833,0.4,0,5,0,No
424747,42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,26-Jun-04,Parts per billion,14.625,47,22,44,Parts per million,0.028458,0.051,11,43,Parts per billion,1.833333,7,5,10,Parts per million,0.070833,0.6,23,,0,No
365086,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,25-Apr-04,Parts per billion,9.869565,22,19,21,Parts per million,0.041542,0.069,11,80,Parts per billion,2.457143,5,20,,Parts per million,0.4125,0.5,5,6,0,No
31346,6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,03-Jan-00,Parts per billion,15,32,8,30,Parts per million,0.02175,0.043,9,36,Parts per billion,0.045455,1,8,1,Parts per million,0.452174,1.5,8,,0,No
206028,6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,27-Jun-02,Parts per billion,9.782609,16,11,15,Parts per million,0.034333,0.058,10,49,Parts per billion,1.173913,3,14,4,Parts per million,0.295833,0.3,0,3,0,No
95369,6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,01-Feb-01,Parts per billion,29.086957,46,10,43,Parts per million,0.004125,0.011,8,9,Parts per billion,3,5,9,7,Parts per million,2.133333,2.7,10,31,0,No
124158,6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,01-May-01,Parts per billion,24.173913,33,6,31,Parts per million,0.009524,0.017,10,14,Parts per billion,1.217391,3,20,4,Parts per million,0.866667,1.4,12,16,0,No
109050,6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,17-Mar-01,Parts per billion,33.652174,56,7,53,Parts per million,0.026375,0.045,12,38,Parts per billion,4.085714,7,14,,Parts per million,1.269565,3.5,6,,0,No
93254,4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,13-Feb-01,Parts per billion,16.291667,33,7,31,Parts per million,0.001958,0.002,0,2,Parts per billion,1.227273,3,9,4,Parts per million,0.325,0.8,8,,0,No
376646,6,37,5005,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,19-Jul-04,Parts per billion,1.391304,7,23,7,Parts per million,0.030417,0.042,10,36,Parts per billion,4.3,6,23,,Parts per million,0.204348,0.3,5,,0,No
157454,36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,13-Oct-01,Parts per billion,27.208333,42,8,40,Parts per million,0.021875,0.036,13,31,Parts per billion,7.8,12.3,8,,Parts per million,0.704167,1,9,11,0,No
380421,6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,05-May-04,Parts per billion,11,18,10,17,Parts per million,0.035708,0.043,9,36,Parts per billion,0.8,2,2,,Parts per million,0.245833,0.3,10,3,0,No
